#IXO 3.2 m diameter 20 m focal length prescription file,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#"P Reid June 7, 2008",,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#"Use Shells 73-172 (outer module); 185-302 (middle module), and 321-461 (inner module).",,,,,,,,,,,,,,,,,
#"Outer module also missing shells 85, 99, 113,...,169 (left off for weight savings)",,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#Prescription forms:,,,,,,,,,,,,,,,,,
#,primary - ,r^2 = (d+a+z)^2 - (a+z)^2,,,,,,,,,,,,,,,
#,secondary - ,r^2 = e^2 * (d+z)^2 - z^2,,,,,,,,,,,,,,,
## Note: For the primary, r = r(z), and z runs from 20025 to 20225.  Then
##  r_int = r(20025) 
##  r_aft = r(20225)
#,,,,,,,,,,,,,,,,,
#,"where z=axial direction, z= 0 at nominal on-axis focus, P runs from Z = 20025 mm to 20225 mm,
## and S runs from Z = 19975 mm to 19775 mm",,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
shell,r_int (mm),r_aft (mm),r_for (mm),alpha (rad),graze (rad),d (mm),e,a (mm),ca (cm^2),graze (rad),rh forward,rh aft,Weight (kg),h graze (rad)
#180,1136.676704,1137.031502,1139.865912,0.014193190,0.014171101,16.134152052,1.000806382,20032.2748066294,202.748208351311,0.014171101,1135.611515,1127.085974,2.863721,0.042601913
#181,1132.871539,1133.225152,1136.050093,0.014145778,0.014123763,16.026418608,1.000801000,20032.0592532215,201.39438678595,0.014123763,1131.809913,1123.312886,2.854134,0.042459602
#182,1129.075999,1129.428430,1132.243925,0.014098485,0.014076543,15.919316099,1.000795649,20031.8449627778,200.048493822593,0.014076543,1128.017927,1119.549341,2.844572,0.042317649
#183,1125.290059,1125.641310,1128.447383,0.014051311,0.014029442,15.812841126,1.000790329,20031.6319284633,198.710486722347,0.014029442,1124.235531,1115.795316,2.835034,0.042176052
#184,1121.513694,1121.863769,1124.660443,0.014004255,0.013982459,15.706990307,1.000785041,20031.4201435122,197.380322986061,0.013982459,1120.462702,1112.050785,2.825519,0.042034810
185,1117.746879,1118.095781,1120.883080,0.013957317,0.013935594,15.601760275,1.000779784,20031.2096011809,196.057960316843,0.013935594,1116.699414,1108.315724,2.816029,0.041893922
186,1113.989591,1114.337321,1117.115269,0.013910496,0.013888846,15.497147685,1.000774557,20031.0002947538,194.743356664923,0.013888846,1112.945643,1104.590110,2.806563,0.041753387
187,1110.241804,1110.588367,1113.356987,0.013863793,0.013842216,15.393149205,1.000769361,20030.7922175808,193.43647017532,0.013842216,1109.201366,1100.873917,2.797121,0.041613205
188,1106.503495,1106.848893,1109.608209,0.013817208,0.013795703,15.289761525,1.000764196,20030.5853630061,192.13725922521,0.013795703,1105.466557,1097.167123,2.787703,0.041473374
189,1102.774639,1103.118876,1105.868910,0.013770739,0.013749306,15.186981347,1.000759061,20030.3797244267,190.845682408992,0.013749306,1101.741192,1093.469702,2.778309,0.041333894
190,1099.055212,1099.398290,1102.139067,0.013724386,0.013703025,15.084805395,1.000753956,20030.1752952856,189.56169851581,0.013703025,1098.025248,1089.781631,2.768938,0.041194765
191,1095.345191,1095.687112,1098.418654,0.013678150,0.013656861,14.983230406,1.000748881,20029.9720690431,188.285266574543,0.013656861,1094.318700,1086.102886,2.759591,0.041055984
192,1091.644550,1091.985318,1094.707649,0.013632030,0.013610813,14.882253138,1.000743836,20029.7700391941,187.016345823691,0.013610813,1090.621524,1082.433444,2.750268,0.040917551
193,1087.953266,1088.292884,1091.006027,0.013586026,0.013564880,14.781870362,1.000738820,20029.5691992877,185.75489572657,0.013564880,1086.933696,1078.773279,2.740968,0.040779465
194,1084.271315,1084.609786,1087.313764,0.013540137,0.013519062,14.682078869,1.000733834,20029.3695428651,184.500875903717,0.013519062,1083.255193,1075.122370,2.731692,0.040641726
195,1080.598674,1080.936000,1083.630835,0.013494363,0.013473359,14.582875465,1.000728878,20029.1710635599,183.254246237837,0.013473359,1079.585990,1071.480691,2.722439,0.040504332
196,1076.935318,1077.271503,1079.957218,0.013448703,0.013427771,14.484256972,1.000723951,20028.9737549904,182.014966821375,0.013427771,1075.926064,1067.848220,2.713209,0.040367283
197,1073.281223,1073.616270,1076.292889,0.013403159,0.013382297,14.386220231,1.000719052,20028.7776108205,180.782997911545,0.013382297,1072.275392,1064.224932,2.704003,0.040230578
198,1069.636367,1069.970278,1072.637823,0.013357729,0.013336937,14.288762097,1.000714183,20028.5826247714,179.558300020241,0.013336937,1068.633948,1060.610806,2.694821,0.040094215
199,1066.000725,1066.333503,1068.991998,0.013312412,0.013291691,14.191879444,1.000709342,20028.388790551,178.340833839128,0.013291691,1065.001711,1057.005816,2.685661,0.039958195
200,1062.374274,1062.705922,1065.355389,0.013267210,0.013246559,14.095569159,1.000704530,20028.1961019482,177.130560269567,0.013246559,1061.378656,1053.409940,2.676525,0.039822516
201,1058.756990,1059.087511,1061.727972,0.013222120,0.013201540,13.999828148,1.000699746,20028.0045527528,175.927440437622,0.013201540,1057.764759,1049.823154,2.667411,0.039687178
202,1055.148851,1055.478247,1058.109726,0.013177144,0.013156633,13.904653332,1.000694991,20027.8141367846,174.731435626681,0.013156633,1054.159999,1046.245435,2.658321,0.039552178
203,1051.549832,1051.878107,1054.500625,0.013132281,0.013111840,13.810041647,1.000690264,20027.6248479371,173.542507359816,0.013111840,1050.564350,1042.676761,2.649254,0.039417518
204,1047.959911,1048.287067,1050.900647,0.013087530,0.013067159,13.715990048,1.000685564,20027.4366800812,172.360617347309,0.013067159,1046.977790,1039.117107,2.640209,0.039283196
205,1044.379064,1044.705104,1047.309769,0.013042892,0.013022589,13.622495503,1.000680893,20027.2496271604,171.185727494255,0.013022589,1043.400296,1035.566452,2.631188,0.039149210
206,1040.807267,1041.132194,1043.727966,0.012998365,0.012978132,13.529554998,1.000676249,20027.0636831203,170.017799922871,0.012978132,1039.831845,1032.024771,2.622189,0.039015561
207,1037.244499,1037.568315,1040.155217,0.012953951,0.012933786,13.437165531,1.000671633,20026.8788419608,168.856796935251,0.012933786,1036.272413,1028.492042,2.613213,0.038882247
208,1033.690736,1034.013444,1036.591497,0.012909647,0.012889552,13.345324121,1.000667044,20026.6950977159,167.702681035612,0.012889552,1032.721977,1024.968243,2.604260,0.038749267
209,1030.145954,1030.467558,1033.036785,0.012865455,0.012845429,13.254027798,1.000662482,20026.5124444144,166.555414922997,0.012845429,1029.180515,1021.453349,2.595329,0.038616621
210,1026.610131,1026.930633,1029.491056,0.012821374,0.012801416,13.163273610,1.000657947,20026.330876166,165.414961506141,0.012801416,1025.648004,1017.947340,2.586421,0.038484308
211,1023.083245,1023.402647,1025.954288,0.012777403,0.012757513,13.073058620,1.000653439,20026.1503870719,164.281283843569,0.012757513,1022.124420,1014.450191,2.577536,0.038352328
212,1019.565271,1019.883577,1022.426459,0.012733543,0.012713721,12.983379906,1.000648958,20025.9709712833,163.154345241009,0.012713721,1018.609741,1010.961881,2.568672,0.038220678
213,1016.056189,1016.373401,1018.907544,0.012689793,0.012670039,12.894234560,1.000644504,20025.7926229738,162.034109176436,0.012670039,1015.103944,1007.482387,2.559832,0.038089358
214,1012.555974,1012.872095,1015.397522,0.012646152,0.012626466,12.805619691,1.000640076,20025.6153363569,160.920539292656,0.012626466,1011.607007,1004.011686,2.551013,0.037958368
215,1009.064604,1009.379637,1011.896370,0.012602621,0.012583003,12.717532424,1.000635674,20025.4391056704,159.813599449612,0.012583003,1008.118907,1000.549755,2.542217,0.037827707
216,1005.582057,1005.896004,1008.404066,0.012559200,0.012539649,12.629969896,1.000631299,20025.2639251728,158.713253702076,0.012539649,1004.639622,997.096574,2.533443,0.037697374
217,1002.108310,1002.421175,1004.920585,0.012515887,0.012496404,12.542929260,1.000626950,20025.0897891848,157.619466269544,0.012496404,1001.169128,993.652118,2.524692,0.037567368
218,998.643341,998.955125,1001.445907,0.012472683,0.012453267,12.456407686,1.000622626,20024.9166920127,156.532201543798,0.012453267,997.707404,990.216366,2.515962,0.037437688
219,995.187127,995.497834,997.980009,0.012429587,0.012410238,12.370402356,1.000618329,20024.7446280131,155.451424163794,0.012410238,994.254427,986.789296,2.507255,0.037308333
220,991.739646,992.049278,994.522868,0.012386600,0.012367317,12.284910469,1.000614057,20024.5735915977,154.377098910845,0.012367317,990.810175,983.370886,2.498569,0.037179303
221,988.300876,988.609436,991.074462,0.012343720,0.012324504,12.199929236,1.000609810,20024.4035771661,153.309190745966,0.012324504,987.374625,979.961113,2.489906,0.037050597
222,984.870794,985.178285,987.634769,0.012300948,0.012281799,12.115455884,1.000605589,20024.2345791527,152.247664824934,0.012281799,983.947756,976.559956,2.481264,0.036922214
223,981.449379,981.755803,984.203766,0.012258284,0.012239201,12.031487656,1.000601393,20024.066592052,151.19248647583,0.012239201,980.529545,973.167392,2.472644,0.036794153
224,978.036608,978.341968,980.781431,0.012215726,0.012196709,11.948021807,1.000597223,20023.8996103673,150.143621228935,0.012196709,977.119970,969.783399,2.464046,0.036666414
225,974.632459,974.936758,977.367743,0.012173276,0.012154325,11.865055607,1.000593077,20023.7336286198,149.101034779322,0.012154325,973.719009,966.407956,2.455470,0.036538995
226,971.236910,971.540151,973.962679,0.012130931,0.012112046,11.782586341,1.000588956,20023.5686413703,148.064692994339,0.012112046,970.326641,963.041042,2.446915,0.036411896
227,967.849940,968.152125,970.566217,0.012088694,0.012069874,11.700611308,1.000584859,20023.4046432201,147.034561943575,0.012069874,966.942843,959.682633,2.438382,0.036285116
228,964.471526,964.772658,967.178335,0.012046562,0.012027808,11.619127820,1.000580788,20023.2416287818,146.010607831436,0.012027808,963.567593,956.332709,2.429870,0.036158654
229,961.101647,961.401728,963.799012,0.012004536,0.011985847,11.538133204,1.000576740,20023.0795927027,144.992797102022,0.011985847,960.200870,952.991248,2.421380,0.036032510
230,957.740281,958.039314,960.428225,0.011962615,0.011943991,11.457624802,1.000572717,20022.918529655,143.981096304283,0.011943991,956.842652,949.658228,2.412912,0.035906682
231,954.387406,954.685393,957.065954,0.011920800,0.011902241,11.377599967,1.000568718,20022.7584343432,142.975472226843,0.011902241,953.492918,946.333628,2.404465,0.035781170
232,951.043000,951.339945,953.712175,0.011879089,0.011860595,11.298056068,1.000564743,20022.5993014811,141.975891770708,0.011860595,950.151645,943.017426,2.396039,0.035655973
233,947.707042,948.002947,950.366868,0.011837483,0.011819054,11.218990488,1.000560792,20022.4411258591,140.982322069061,0.011819054,946.818812,939.709601,2.387634,0.035531091
234,944.379511,944.674379,947.030011,0.011795982,0.011777618,11.140400623,1.000556865,20022.2839022224,139.994730389912,0.011777618,943.494397,936.410132,2.379251,0.035406522
235,941.060385,941.354218,943.701582,0.011754585,0.011736285,11.062283882,1.000552961,20022.127625427,139.013084181032,0.011736285,940.178380,933.118997,2.370889,0.035282265
236,937.749643,938.042443,940.381561,0.011713292,0.011695056,10.984637689,1.000549081,20021.9722902831,138.037351047489,0.011695056,936.870738,929.836175,2.362548,0.035158321
237,934.447263,934.739033,937.069924,0.011672102,0.011653930,10.907459480,1.000545224,20021.8178916583,137.067498796583,0.011653930,933.571451,926.561646,2.354228,0.035034688
238,931.153223,931.443966,933.766652,0.011631016,0.011612908,10.830746704,1.000541391,20021.6644244512,136.103495392912,0.011612908,930.280497,923.295386,2.345929,0.034911365
239,927.867504,928.157222,930.471723,0.011590033,0.011571989,10.754496827,1.000537580,20021.5118835746,135.145308928391,0.011571989,926.997855,920.037377,2.337651,0.034788351
240,924.590082,924.878779,927.185116,0.011549153,0.011531172,10.678707323,1.000533793,20021.3602639924,134.192907704678,0.011531172,923.723504,916.787596,2.329394,0.034665647
241,921.320939,921.608616,923.906809,0.011508376,0.011490458,10.603375683,1.000530028,20021.2095606676,133.246260188212,0.011490458,920.457422,913.546023,2.321158,0.034543250
242,918.060051,918.346712,920.636781,0.011467701,0.011449846,10.528499411,1.000526286,20021.0597686034,132.305334995226,0.011449846,917.199589,910.312637,2.312942,0.034421161
243,914.807399,915.093045,917.375011,0.011427128,0.011409337,10.454076021,1.000522567,20020.910882801,131.370100914232,0.011409337,913.949984,907.087417,2.304747,0.034299378
244,911.562961,911.847595,914.121479,0.011386657,0.011368928,10.380103044,1.000518870,20020.7628983503,130.440526883541,0.011368928,910.708585,903.870342,2.296573,0.034177901
245,908.326717,908.610342,910.876163,0.011346287,0.011328622,10.306578020,1.000515196,20020.6158103111,129.516582021246,0.011328622,907.475372,900.661391,2.288420,0.034056729
246,905.098645,905.381263,907.639042,0.011306019,0.011288416,10.233498505,1.000511544,20020.4696137841,128.59823561768,0.011288416,904.250324,897.460545,2.280287,0.033935862
247,901.878724,902.160339,904.410096,0.011265852,0.011248312,10.160862067,1.000507914,20020.3243039063,127.685457075558,0.011248312,901.033419,894.267781,2.272175,0.033815297
248,898.666935,898.947548,901.189303,0.011225786,0.011208308,10.088666285,1.000504306,20020.1798758096,126.778216007298,0.011208308,897.824639,891.083080,2.264083,0.033695036
249,895.463256,895.742870,897.976643,0.011185820,0.011168404,10.016908754,1.000500720,20020.036324712,125.876482160166,0.011168404,894.623961,887.906421,2.256012,0.033575076
250,892.267667,892.546284,894.772096,0.011145955,0.011128601,9.945587078,1.000497156,20019.8936457938,124.980225453669,0.011128601,891.431365,884.737784,2.247961,0.033455418
251,889.080146,889.357769,891.575640,0.011106190,0.011088898,9.874698875,1.000493613,20019.751834289,124.08941594217,0.011088898,888.246830,881.577147,2.239931,0.033336060
252,885.900674,886.177306,888.387254,0.011066525,0.011049294,9.804241777,1.000490092,20019.6108854537,123.204023867281,0.011049294,885.070337,878.424492,2.231920,0.033217002
253,882.729231,883.004873,885.206920,0.011026959,0.011009790,9.734213426,1.000486592,20019.470794577,122.324019597904,0.011009790,881.901864,875.279797,2.223930,0.033098242
254,879.565795,879.840450,882.034615,0.010987492,0.010970385,9.664611478,1.000483114,20019.3315569429,121.449373675274,0.010970385,878.741391,872.143042,2.215960,0.032979781
255,876.410346,876.684017,878.870320,0.010948125,0.010931079,9.595433601,1.000479657,20019.1931679011,120.580056797888,0.010931079,875.588898,869.014208,2.208011,0.032861618
256,873.262864,873.535553,875.714014,0.010908857,0.010891871,9.526677474,1.000476220,20019.055622803,119.716039799063,0.010891871,872.444364,865.893273,2.200081,0.032743751
257,870.123328,870.395039,872.565676,0.010869687,0.010852763,9.458340789,1.000472805,20018.9189170272,118.857293684401,0.010852763,869.307770,862.780218,2.192171,0.032626180
258,866.991719,867.262453,869.425288,0.010830616,0.010813752,9.390421250,1.000469411,20018.7830459715,118.003789601816,0.010813752,866.179095,859.675023,2.184282,0.032508904
259,863.868017,864.137776,866.292827,0.010791642,0.010774839,9.322916575,1.000466037,20018.6480050627,117.155498841519,0.010774839,863.058318,856.577667,2.176412,0.032391923
260,860.752200,861.020988,863.168275,0.010752767,0.010736024,9.255824490,1.000462684,20018.5137897486,116.312392873522,0.010736024,859.945421,853.488131,2.168562,0.032275235
261,857.644250,857.912068,860.051611,0.010713989,0.010697307,9.189142736,1.000459352,20018.3803955122,115.47444326516,0.010697307,856.840382,850.406396,2.160732,0.032158841
262,854.544146,854.810997,856.942815,0.010675309,0.010658686,9.122869064,1.000456039,20018.2478178558,114.641621808508,0.010658686,853.743182,847.332440,2.152921,0.032042739
263,851.451867,851.717754,853.841867,0.010636725,0.010620163,9.057001240,1.000452748,20018.1160522784,113.813900370541,0.010620163,850.653801,844.266244,2.145131,0.031926928
264,848.367396,848.632320,850.748746,0.010598239,0.010581737,8.991537036,1.000449476,20017.9850943645,112.991251020439,0.010581737,847.572218,841.207790,2.137360,0.031811408
265,845.290710,845.554675,847.663434,0.010559849,0.010543407,8.926474242,1.000446224,20017.8549396446,112.173645917309,0.010543407,844.498415,838.157056,2.129608,0.031696179
266,842.221791,842.484799,844.585911,0.010521556,0.010505173,8.861810656,1.000442992,20017.7255837291,111.361057422451,0.010505173,841.432371,835.114023,2.121877,0.031581239
267,839.160619,839.422672,841.516155,0.010483359,0.010467035,8.797544087,1.000439780,20017.5970222404,110.553458009546,0.010467035,838.374067,832.078672,2.114164,0.031466587
268,836.107174,836.368275,838.454149,0.010445257,0.010428993,8.733672357,1.000436588,20017.4692508113,109.750820309538,0.010428993,835.323483,829.050983,2.106472,0.031352223
269,833.061437,833.321587,835.399871,0.010407252,0.010391047,8.670193301,1.000433416,20017.342265095,108.953117088226,0.010391047,832.280599,826.030936,2.098798,0.031238147
270,830.023388,830.282590,832.353303,0.010369342,0.010353196,8.607104761,1.000430263,20017.2160607778,108.160321268683,0.010353196,829.245395,823.018513,2.091144,0.031124357
271,826.993007,827.251264,829.314425,0.010331527,0.010315439,8.544404594,1.000427129,20017.0906335737,107.372405893839,0.010315439,826.217853,820.013694,2.083510,0.031010853
272,823.970274,824.227589,826.283217,0.010293807,0.010277778,8.482090667,1.000424015,20016.9659792086,106.589344156412,0.010277778,823.197953,817.016459,2.075894,0.030897634
273,820.955172,821.211545,823.259659,0.010256182,0.010240212,8.420160858,1.000420919,20016.8420934541,105.811109406405,0.010240212,820.185675,814.026790,2.068298,0.030784699
274,817.947679,818.203114,820.243733,0.010218651,0.010202739,8.358613056,1.000417843,20016.7189720391,105.037675106224,0.010202739,817.181000,811.044666,2.060721,0.030672048
275,814.947777,815.202277,817.235419,0.010181215,0.010165361,8.297445163,1.000414786,20016.5966107965,104.269014890473,0.010165361,814.183909,808.070069,2.053163,0.030559680
276,811.955447,812.209013,814.234697,0.010143873,0.010128077,8.236655089,1.000411748,20016.475005543,103.505102506176,0.010128077,811.194382,805.102980,2.045624,0.030447595
277,808.970668,809.223303,811.241549,0.010106624,0.010090886,8.176240756,1.000408728,20016.354152102,102.745911842632,0.010090886,808.212400,802.143380,2.038104,0.030335790
278,805.993423,806.245129,808.255955,0.010069469,0.010053789,8.116200099,1.000405728,20016.2340463489,101.991416923965,0.010053789,805.237944,799.191249,2.030604,0.030224267
279,803.023692,803.274471,805.277895,0.010032407,0.010016785,8.056531061,1.000402745,20016.1146841597,101.241591931616,0.010016785,802.270995,796.246569,2.023122,0.030113023
280,800.061455,800.311310,802.307351,0.009995439,0.009979874,7.997231598,1.000399782,20015.9960614492,100.496411151859,0.009979874,799.311533,793.309320,2.015659,0.030002060
281,797.106694,797.355628,799.344304,0.009958563,0.009943056,7.938299674,1.000396836,20015.8781741364,99.7558490357666,0.009943056,796.359541,790.379485,2.008215,0.029891374
282,794.159390,794.407404,796.388735,0.009921780,0.009906330,7.879733267,1.000393909,20015.7610181851,99.0198801317883,0.009906330,793.414998,787.457043,2.000789,0.029780967
283,791.219524,791.466620,793.440624,0.009885089,0.009869696,7.821530364,1.000391000,20015.6445895474,98.2884791681271,0.009869696,790.477886,784.541976,1.993383,0.029670837
284,788.287076,788.533258,790.499952,0.009848491,0.009833154,7.763688961,1.000388109,20015.5288842079,97.561620970369,0.009833154,787.548186,781.634266,1.985995,0.029560984
285,785.362029,785.607298,787.566702,0.009811984,0.009796705,7.706207068,1.000385236,20015.4138982104,96.8392804988974,0.009796705,784.625879,778.733894,1.978625,0.029451407
286,782.444363,782.688722,784.640853,0.009775569,0.009760346,7.649082702,1.000382381,20015.2996275478,96.1214328714143,0.009760346,781.710947,775.840841,1.971275,0.029342105
287,779.534059,779.777510,781.722387,0.009739246,0.009724080,7.592313894,1.000379544,20015.1860683201,95.408053317989,0.009724080,778.803370,772.955088,1.963942,0.029233078
288,776.631100,776.873645,778.811286,0.009703014,0.009687904,7.535898681,1.000376724,20015.0732165807,94.6991171809882,0.009687904,775.903130,770.076618,1.956629,0.029124324
289,773.735465,773.977107,775.907530,0.009666873,0.009651819,7.479835114,1.000373922,20014.9610684134,93.9945999825934,0.009651819,773.010208,767.205410,1.949334,0.029015844
290,770.847137,771.087877,773.011102,0.009630822,0.009615825,7.424121253,1.000371137,20014.8496199322,93.2944773198587,0.009615825,770.124587,764.341448,1.942057,0.028907636
291,767.966097,768.205939,770.121981,0.009594862,0.009579921,7.368755168,1.000368370,20014.7388672976,92.5987249396742,0.009579921,767.246246,761.484713,1.934798,0.028799700
292,765.092327,765.331271,767.240151,0.009558993,0.009544107,7.313734939,1.000365620,20014.6288066596,91.9073187386856,0.009544107,764.375168,758.635186,1.927558,0.028692036
293,762.225807,762.463858,764.365592,0.009523214,0.009508383,7.259058656,1.000362887,20014.5194341783,91.2202347109435,0.009508383,761.511335,755.792849,1.920336,0.028584641
294,759.366521,759.603679,761.498285,0.009487524,0.009472749,7.204724421,1.000360171,20014.4107460731,90.5374489553719,0.009472749,758.654727,752.957683,1.913133,0.028477517
295,756.514448,756.750716,758.638214,0.009451924,0.009437205,7.150730342,1.000357473,20014.3027385513,89.8589377730811,0.009437205,755.805327,750.129672,1.905947,0.028370661
296,753.669572,753.904952,755.785358,0.009416414,0.009401750,7.097074541,1.000354791,20014.1954078528,89.1846775101851,0.009401750,752.963116,747.308795,1.898780,0.028264075
297,750.831873,751.066368,752.939700,0.009380993,0.009366384,7.043755148,1.000352126,20014.0887502208,88.5146446850052,0.009366384,750.128076,744.495036,1.891631,0.028157755
298,748.001334,748.234946,750.101221,0.009345661,0.009331107,6.990770303,1.000349477,20013.9827619519,87.8488159207764,0.009331107,747.300189,741.688376,1.884499,0.028051703
299,745.177936,745.410667,747.269904,0.009310417,0.009295918,6.938118155,1.000346846,20013.8774393307,87.1871679830173,0.009295918,744.479437,738.888798,1.877386,0.027945918
300,742.361662,742.593514,744.445730,0.009275263,0.009260818,6.885796865,1.000344231,20013.7727786667,86.5296777196713,0.009260818,741.665801,736.096282,1.870291,0.027840398
301,739.552492,739.783467,741.628681,0.009240196,0.009225806,6.833804601,1.000341632,20013.6687763286,85.876322135931,0.009225806,738.859264,733.310812,1.863214,0.027735144
302,736.750410,736.980511,738.818739,0.009205218,0.009190882,6.782139542,1.000339049,20013.565428627,85.2270783418808,0.009190882,736.059807,730.532369,1.856154,0.027630153
#303,733.955396,734.184625,736.015886,0.009170327,0.009156046,6.730799877,1.000336483,20013.4627319603,84.5819235749302,0.009156046,733.267412,727.760936,1.849112,0.027525427
#304,731.167434,731.395793,733.220103,0.009135524,0.009121297,6.679783805,1.000333933,20013.3606827208,83.9408352073116,0.009121297,730.482063,724.996495,1.842088,0.027420964
#305,728.386505,728.613996,730.431374,0.009100809,0.009086636,6.629089531,1.000331400,20013.2592773233,83.3037906861628,0.009086636,727.703739,722.239028,1.835082,0.027316763
#306,725.612592,725.839217,727.649679,0.009066181,0.009052062,6.578715274,1.000328882,20013.1585121838,82.6707676159,0.009052062,724.932425,719.488517,1.828094,0.027212824
#307,722.845676,723.071438,724.875002,0.009031640,0.009017574,6.528659260,1.000326380,20013.0583837672,82.0417437207987,0.009017574,722.168102,716.744944,1.821123,0.027109146
#308,720.085740,720.310641,722.107324,0.008997185,0.008983174,6.478919724,1.000323894,20012.9588885153,81.4166968150234,0.008983174,719.410752,714.008293,1.814169,0.027005729
#309,717.332767,717.556808,719.346628,0.008962818,0.008948859,6.429494911,1.000321423,20012.8600229506,80.7956048475286,0.008948859,716.660358,711.278546,1.807234,0.026902571
#310,714.586738,714.809922,716.592895,0.008928536,0.008914631,6.380383076,1.000318968,20012.7617835615,80.1784458721658,0.008914631,713.916902,708.555684,1.800315,0.026799673
#311,711.847635,712.069965,713.846109,0.008894341,0.008880489,6.331582481,1.000316529,20012.6641668636,79.5651980925712,0.008880489,711.180367,705.839691,1.793415,0.026697033
#312,709.115442,709.336919,711.106252,0.008860232,0.008846433,6.283091400,1.000314105,20012.567169424,78.9558397722988,0.008846433,708.450734,703.130549,1.786531,0.026594652
#313,706.390141,706.610768,708.373306,0.008826208,0.008812462,6.234908115,1.000311697,20012.4707877715,78.350349324724,0.008812462,705.727986,700.428241,1.779665,0.026492527
#314,703.671714,703.891493,705.647253,0.008792270,0.008778577,6.187030915,1.000309304,20012.3750185233,77.7487052905293,0.008778577,703.012107,697.732749,1.772816,0.026390659
#315,700.960145,701.179076,702.928076,0.008758417,0.008744776,6.139458100,1.000306926,20012.2798582322,77.1508862778378,0.008744776,700.303078,695.044057,1.765985,0.026289047
#316,698.255414,698.473502,700.215758,0.008724649,0.008711061,6.092187980,1.000304563,20012.1853035395,76.5568710370674,0.008711061,697.600882,692.362146,1.759171,0.026187691
#317,695.557506,695.774752,697.510281,0.008690966,0.008677431,6.045218872,1.000302215,20012.0913510966,75.9666384384803,0.008677431,694.905502,689.687000,1.752373,0.026086589
#318,692.866403,693.082808,694.811628,0.008657368,0.008643885,5.998549102,1.000299882,20011.9979975122,75.3801674422188,0.008643885,692.216920,687.018602,1.745594,0.025985741
#319,690.182087,690.397655,692.119782,0.008623854,0.008610423,5.952177006,1.000297565,20011.9052394666,74.7974371357633,0.008610423,689.535120,684.356934,1.738831,0.025885147
#320,687.504542,687.719274,689.434725,0.008590424,0.008577045,5.906100928,1.000295261,20011.8130736339,74.2184267039738,0.008577045,686.860083,681.701979,1.732085,0.025784805
321,684.833749,685.047648,686.756440,0.008557079,0.008543752,5.860319220,1.000292973,20011.7214967751,73.6431154440404,0.008543752,684.191794,679.053721,1.725356,0.025684716
322,682.169693,682.382761,684.084910,0.008523817,0.008510541,5.814830244,1.000290699,20011.6305055465,73.071482780508,0.008510541,681.530234,676.412142,1.718645,0.025584878
323,679.512356,679.724594,681.420118,0.008490638,0.008477415,5.769632371,1.000288440,20011.5400967113,72.5035082202951,0.008477415,678.875388,673.777226,1.711950,0.025485291
324,676.861721,677.073132,678.762046,0.008457544,0.008444371,5.724723978,1.000286195,20011.4502670395,71.9391714051647,0.008444371,676.227236,671.148955,1.705272,0.025385954
325,674.217771,674.428357,676.110679,0.008424532,0.008411411,5.680103454,1.000283965,20011.3610132653,71.3784520442676,0.008411411,673.585764,668.527313,1.698611,0.025286867
326,671.580490,671.790252,673.465998,0.008391603,0.008378534,5.635769194,1.000281749,20011.2723322079,70.8213299965725,0.008378534,670.950954,665.912282,1.691966,0.025188029
327,668.949859,669.158800,670.827986,0.008358757,0.008345739,5.591719602,1.000279547,20011.1842206747,70.2677852109279,0.008345739,668.322788,663.303847,1.685339,0.025089439
328,666.325862,666.533984,668.196628,0.008325994,0.008313026,5.547953092,1.000277359,20011.0966754741,69.7177977335472,0.008313026,665.701250,660.701990,1.678728,0.024991097
329,663.708483,663.915789,665.571906,0.008293313,0.008280396,5.504468083,1.000275186,20011.0096934417,69.1713477155152,0.008280396,663.086324,658.106695,1.672134,0.024893002
330,661.097705,661.304195,662.953802,0.008260714,0.008247848,5.461263006,1.000273026,20010.9232714486,68.6284154427377,0.008247848,660.477992,655.517945,1.665556,0.024795154
331,658.493511,658.699188,660.342301,0.008228197,0.008215381,5.418336299,1.000270880,20010.8374063483,68.0889812760182,0.008215381,657.876238,652.935724,1.658995,0.024697552
332,655.895884,656.100750,657.737386,0.008195761,0.008182996,5.375686407,1.000268748,20010.7520950517,67.5530256660498,0.008182996,655.281046,650.360014,1.652451,0.024600195
333,653.304807,653.508865,655.139040,0.008163407,0.008150693,5.333311784,1.000266630,20010.6673344726,67.02052920582,0.008150693,652.692397,647.790800,1.645923,0.024503082
334,650.720265,650.923516,652.547246,0.008131135,0.008118471,5.291210893,1.000264526,20010.5831215215,66.4914725707283,0.008118471,650.110277,645.228065,1.639411,0.024406214
335,648.142240,648.344687,649.961988,0.008098944,0.008086330,5.249382205,1.000262435,20010.4994531199,65.9658365335426,0.008086330,647.534668,642.671792,1.632916,0.024309589
336,645.570717,645.772360,647.383249,0.008066833,0.008054269,5.207824197,1.000260357,20010.4163262587,65.4436019943542,0.008054269,644.965554,640.121966,1.626438,0.024213208
